trade_id,entry_time_ist,entry_price,entry_utc,exit_time_ist,exit_price,exit_utc,trigger_delay_min,total_time_min,market_structure,directional_bias,trade_class,trade_status,confidence,outcome,return_pct,reason,mfe_pct,mae_pct
557,2026-08-13 11:50:00 IST,24357.44921875,2026-08-13 06:20:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
558,2026-08-13 11:55:00 IST,24386.44921875,2026-08-13 06:25:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
559,2026-08-13 12:00:00 IST,24407.55078125,2026-08-13 06:30:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
560,2026-08-13 12:05:00 IST,24402.849609375,2026-08-13 06:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
561,2026-08-13 12:10:00 IST,24395.650390625,2026-08-13 06:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
562,2026-08-13 12:15:00 IST,24392.150390625,2026-08-13 06:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
563,2026-08-13 12:20:00 IST,24399.19921875,2026-08-13 06:50:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
564,2026-08-13 12:25:00 IST,24393.349609375,2026-08-13 06:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
565,2026-08-13 12:30:00 IST,24398.599609375,2026-08-13 07:00:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
566,2026-08-13 12:35:00 IST,24390.400390625,2026-08-13 07:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
567,2026-08-13 12:40:00 IST,24391.69921875,2026-08-13 07:10:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
568,2026-08-13 12:45:00 IST,24372.400390625,2026-08-13 07:15:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
569,2026-08-13 12:50:00 IST,24370.099609375,2026-08-13 07:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
570,2026-08-13 12:55:00 IST,24369.150390625,2026-08-13 07:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
571,2026-08-13 13:00:00 IST,24361.55078125,2026-08-13 07:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
572,2026-08-13 13:05:00 IST,24367.150390625,2026-08-13 07:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
573,2026-08-13 13:10:00 IST,24362.25,2026-08-13 07:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
574,2026-08-13 13:15:00 IST,24355.25,2026-08-13 07:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
575,2026-08-13 13:20:00 IST,24356.19921875,2026-08-13 07:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
576,2026-08-13 13:25:00 IST,24356.75,2026-08-13 07:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
577,2026-08-13 13:30:00 IST,24351.349609375,2026-08-13 08:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
578,2026-08-13 13:35:00 IST,24363.44921875,2026-08-13 08:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
579,2026-08-13 13:40:00 IST,24383.80078125,2026-08-13 08:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
580,2026-08-13 13:45:00 IST,24377.349609375,2026-08-13 08:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
581,2026-08-13 13:50:00 IST,24385.349609375,2026-08-13 08:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
582,2026-08-13 13:55:00 IST,24394.150390625,2026-08-13 08:25:00,2026-08-13 15:25:00 IST,24395.849609375,2026-08-13 09:55:00,,90,SIDEWAYS_TO_BULLISH,MILD_BULLISH,MILD_DIRECTIONAL,CONDITIONAL,40,WIN,0.007,EOD: Price moved in predicted direction,0.007,-0.3487
583,2026-08-13 14:00:00 IST,24378.150390625,2026-08-13 08:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
584,2026-08-13 14:05:00 IST,24359.0,2026-08-13 08:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
585,2026-08-13 14:10:00 IST,24356.05078125,2026-08-13 08:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
586,2026-08-13 14:15:00 IST,24360.80078125,2026-08-13 08:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
587,2026-08-13 14:20:00 IST,24372.80078125,2026-08-13 08:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
588,2026-08-13 14:25:00 IST,24371.650390625,2026-08-13 08:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
589,2026-08-13 14:30:00 IST,24361.099609375,2026-08-13 09:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
590,2026-08-13 14:35:00 IST,24365.400390625,2026-08-13 09:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
591,2026-08-13 14:40:00 IST,24359.849609375,2026-08-13 09:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
592,2026-08-13 14:45:00 IST,24352.25,2026-08-13 09:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
593,2026-08-13 14:50:00 IST,24351.900390625,2026-08-13 09:20:00,2026-08-13 15:25:00 IST,24395.849609375,2026-08-13 09:55:00,,35,SIDEWAYS_TO_BEARISH,MILD_BEARISH,MILD_DIRECTIONAL,CONDITIONAL,40,LOSS,0.1805,EOD: Price moved against predicted direction,0.1805,-0.1758
594,2026-08-13 14:55:00 IST,24344.44921875,2026-08-13 09:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
595,2026-08-13 15:00:00 IST,24356.94921875,2026-08-13 09:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
596,2026-08-13 15:05:00 IST,24347.75,2026-08-13 09:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
597,2026-08-13 15:10:00 IST,24352.69921875,2026-08-13 09:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
598,2026-08-13 15:15:00 IST,24353.349609375,2026-08-13 09:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
599,2026-08-13 15:20:00 IST,24353.349609375,2026-08-13 09:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
600,2026-08-13 15:25:00 IST,24395.849609375,2026-08-13 09:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
601,2026-08-14 09:15:00 IST,24322.69921875,2026-08-14 03:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
602,2026-08-14 09:20:00 IST,24324.849609375,2026-08-14 03:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
603,2026-08-14 09:25:00 IST,24309.099609375,2026-08-14 03:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
604,2026-08-14 09:30:00 IST,24325.75,2026-08-14 04:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
605,2026-08-14 09:35:00 IST,24337.650390625,2026-08-14 04:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
606,2026-08-14 09:40:00 IST,24332.05078125,2026-08-14 04:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
607,2026-08-14 09:45:00 IST,24341.599609375,2026-08-14 04:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
608,2026-08-14 09:50:00 IST,24324.69921875,2026-08-14 04:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
609,2026-08-14 09:55:00 IST,24343.55078125,2026-08-14 04:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
610,2026-08-14 10:00:00 IST,24350.69921875,2026-08-14 04:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
611,2026-08-14 10:05:00 IST,24355.150390625,2026-08-14 04:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
612,2026-08-14 10:10:00 IST,24345.44921875,2026-08-14 04:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
613,2026-08-14 10:15:00 IST,24336.900390625,2026-08-14 04:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
614,2026-08-14 10:20:00 IST,24334.05078125,2026-08-14 04:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
615,2026-08-14 10:25:00 IST,24331.25,2026-08-14 04:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
616,2026-08-14 10:30:00 IST,24309.25,2026-08-14 05:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
617,2026-08-14 10:35:00 IST,24321.75,2026-08-14 05:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
618,2026-08-14 10:40:00 IST,24324.69921875,2026-08-14 05:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
619,2026-08-14 10:45:00 IST,24333.80078125,2026-08-14 05:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
620,2026-08-14 10:50:00 IST,24336.69921875,2026-08-14 05:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
621,2026-08-14 10:55:00 IST,24312.19921875,2026-08-14 05:25:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
622,2026-08-14 11:00:00 IST,24320.849609375,2026-08-14 05:30:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
623,2026-08-14 11:05:00 IST,24314.25,2026-08-14 05:35:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
624,2026-08-14 11:10:00 IST,24315.0,2026-08-14 05:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
625,2026-08-14 11:15:00 IST,24327.849609375,2026-08-14 05:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
626,2026-08-14 11:20:00 IST,24327.69921875,2026-08-14 05:50:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
627,2026-08-14 11:25:00 IST,24315.80078125,2026-08-14 05:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
628,2026-08-14 11:30:00 IST,24318.75,2026-08-14 06:00:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
629,2026-08-14 11:35:00 IST,24320.44921875,2026-08-14 06:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
630,2026-08-14 11:40:00 IST,24327.69921875,2026-08-14 06:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
631,2026-08-14 11:45:00 IST,24326.94921875,2026-08-14 06:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
632,2026-08-14 11:50:00 IST,24329.75,2026-08-14 06:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
633,2026-08-14 11:55:00 IST,24326.900390625,2026-08-14 06:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
634,2026-08-14 12:00:00 IST,24321.69921875,2026-08-14 06:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
635,2026-08-14 12:05:00 IST,24335.349609375,2026-08-14 06:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
636,2026-08-14 12:10:00 IST,24341.44921875,2026-08-14 06:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
637,2026-08-14 12:15:00 IST,24349.0,2026-08-14 06:45:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
638,2026-08-14 12:20:00 IST,24351.650390625,2026-08-14 06:50:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
639,2026-08-14 12:25:00 IST,24347.30078125,2026-08-14 06:55:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
640,2026-08-14 12:30:00 IST,24344.5,2026-08-14 07:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
641,2026-08-14 12:35:00 IST,24340.900390625,2026-08-14 07:05:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
642,2026-08-14 12:40:00 IST,24335.849609375,2026-08-14 07:10:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
643,2026-08-14 12:45:00 IST,24345.30078125,2026-08-14 07:15:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
644,2026-08-14 12:50:00 IST,24350.69921875,2026-08-14 07:20:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
645,2026-08-14 12:55:00 IST,24349.55078125,2026-08-14 07:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
646,2026-08-14 13:00:00 IST,24344.900390625,2026-08-14 07:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
647,2026-08-14 13:05:00 IST,24342.0,2026-08-14 07:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
648,2026-08-14 13:10:00 IST,24346.849609375,2026-08-14 07:40:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
649,2026-08-14 13:15:00 IST,24343.75,2026-08-14 07:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
650,2026-08-14 13:20:00 IST,24343.75,2026-08-14 07:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
651,2026-08-14 13:25:00 IST,24340.55078125,2026-08-14 07:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
652,2026-08-14 13:30:00 IST,24330.05078125,2026-08-14 08:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
653,2026-08-14 13:35:00 IST,24348.30078125,2026-08-14 08:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
654,2026-08-14 13:40:00 IST,24357.349609375,2026-08-14 08:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
655,2026-08-14 13:45:00 IST,24383.69921875,2026-08-14 08:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
656,2026-08-14 13:50:00 IST,24385.599609375,2026-08-14 08:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
657,2026-08-14 13:55:00 IST,24395.0,2026-08-14 08:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
658,2026-08-14 14:00:00 IST,24395.55078125,2026-08-14 08:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
659,2026-08-14 14:05:00 IST,24389.94921875,2026-08-14 08:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
660,2026-08-14 14:10:00 IST,24383.55078125,2026-08-14 08:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
661,2026-08-14 14:15:00 IST,24379.94921875,2026-08-14 08:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
662,2026-08-14 14:20:00 IST,24376.900390625,2026-08-14 08:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
663,2026-08-14 14:25:00 IST,24371.599609375,2026-08-14 08:55:00,2026-08-14 15:25:00 IST,24366.0,2026-08-14 09:55:00,,60,SIDEWAYS_TO_BULLISH,MILD_BULLISH,MILD_DIRECTIONAL,CONDITIONAL,40,LOSS,-0.023,EOD: Price moved against predicted direction,0.0443,-0.0704
664,2026-08-14 14:30:00 IST,24371.599609375,2026-08-14 09:00:00,2026-08-14 15:25:00 IST,24366.0,2026-08-14 09:55:00,,55,SIDEWAYS_TO_BULLISH,MILD_BULLISH,MILD_DIRECTIONAL,CONDITIONAL,40,LOSS,-0.023,EOD: Price moved against predicted direction,0.0443,-0.0704
665,2026-08-14 14:35:00 IST,24369.349609375,2026-08-14 09:05:00,2026-08-14 15:25:00 IST,24366.0,2026-08-14 09:55:00,,50,SIDEWAYS_TO_BULLISH,MILD_BULLISH,MILD_DIRECTIONAL,CONDITIONAL,40,LOSS,-0.0137,EOD: Price moved against predicted direction,0.0536,-0.0611
666,2026-08-14 14:40:00 IST,24369.44921875,2026-08-14 09:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
667,2026-08-14 14:45:00 IST,24366.80078125,2026-08-14 09:15:00,,,,,,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,NO_TRADE,,No trade warranted,0.0,0.0
668,2026-08-14 14:50:00 IST,24382.400390625,2026-08-14 09:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
669,2026-08-14 14:55:00 IST,24374.599609375,2026-08-14 09:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
670,2026-08-14 15:00:00 IST,24375.44921875,2026-08-14 09:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
671,2026-08-14 15:05:00 IST,24371.05078125,2026-08-14 09:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
672,2026-08-14 15:10:00 IST,24354.44921875,2026-08-14 09:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
673,2026-08-14 15:15:00 IST,24354.849609375,2026-08-14 09:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
674,2026-08-14 15:20:00 IST,24354.849609375,2026-08-14 09:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,NO_TRADE,,No trade warranted,0.0,0.0
675,2026-08-14 15:25:00 IST,24366.0,2026-08-14 09:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
676,2026-08-17 09:15:00 IST,24306.650390625,2026-08-17 03:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
677,2026-08-17 09:20:00 IST,24303.400390625,2026-08-17 03:50:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
678,2026-08-17 09:25:00 IST,24306.349609375,2026-08-17 03:55:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
679,2026-08-17 09:30:00 IST,24287.69921875,2026-08-17 04:00:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
680,2026-08-17 09:35:00 IST,24293.30078125,2026-08-17 04:05:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
681,2026-08-17 09:40:00 IST,24301.0,2026-08-17 04:10:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
682,2026-08-17 09:45:00 IST,24304.650390625,2026-08-17 04:15:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
683,2026-08-17 09:50:00 IST,24300.30078125,2026-08-17 04:20:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
684,2026-08-17 09:55:00 IST,24283.849609375,2026-08-17 04:25:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
685,2026-08-17 10:00:00 IST,24291.150390625,2026-08-17 04:30:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
686,2026-08-17 10:05:00 IST,24290.94921875,2026-08-17 04:35:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
687,2026-08-17 10:10:00 IST,24281.5,2026-08-17 04:40:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
688,2026-08-17 10:15:00 IST,24263.599609375,2026-08-17 04:45:00,,,,,,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,NO_TRADE,,No trade warranted,0.0,0.0
