trade_id,timestamp,entry_price,exit_price,exit_reason,outcome,pnl,stop,target,strategy,signal,direction
PT-20260917145414-3BCAC1,2026-08-10 09:20:00,24558.94921875,24567.849609375,TARGET_HIT,TARGET_HIT,-178.0078125,24587.757454427086,24190.56498046875,,BEARISH,BEARISH
PT-20260917145414-0BAB26,2026-08-10 09:25:00,24567.849609375,24572.0,TARGET_HIT,TARGET_HIT,-83.0078125,24586.7666015625,24199.331865234373,,BEARISH,BEARISH
PT-20260917145415-44B427,2026-08-10 09:30:00,24572.0,24553.5,TARGET_HIT,TARGET_HIT,370.0,24585.735774739584,24203.42,,BEARISH,BEARISH
PT-20260917145415-47A13B,2026-08-10 09:35:00,24553.5,24560.05078125,TARGET_HIT,TARGET_HIT,-131.015625,24584.2599609375,24185.1975,,BEARISH,BEARISH
PT-20260917145415-B916A3,2026-08-10 09:40:00,24560.05078125,24560.150390625,TARGET_HIT,TARGET_HIT,-1.9921875,24582.3158203125,24191.65001953125,,BEARISH,BEARISH
PT-20260917145415-1D7F5A,2026-08-10 09:45:00,24560.150390625,24560.150390625,TARGET_HIT,TARGET_HIT,-0.0,24580.352506510415,24191.748134765625,,BEARISH,BEARISH
PT-20260917145415-AB61CD,2026-08-10 09:50:00,24560.150390625,24583.80078125,TARGET_HIT,TARGET_HIT,-473.0078125,24578.15335286458,24191.748134765625,,BEARISH,BEARISH
PT-20260917145415-FA504C,2026-08-11 03:45:00,24504.75,24500.150390625,TARGET_HIT,TARGET_HIT,91.9921875,24572.86005859375,24137.17875,,BEARISH,BEARISH
PT-20260917145415-A68BC4,2026-08-11 03:50:00,24500.150390625,24487.400390625,TARGET_HIT,TARGET_HIT,255.0,24568.023404947915,24132.648134765626,,BEARISH,BEARISH
PT-20260917145415-AF6D6F,2026-08-11 03:55:00,24487.400390625,24488.349609375,TARGET_HIT,TARGET_HIT,-18.984375,24563.217578125,24120.089384765626,,BEARISH,BEARISH
PT-20260917145415-4570A7,2026-08-11 04:00:00,24488.349609375,24481.75,TARGET_HIT,TARGET_HIT,131.9921875,24557.682584635415,24121.024365234374,,BEARISH,BEARISH
PT-20260917145415-C236EA,2026-08-11 04:05:00,24481.75,24479.25,TARGET_HIT,TARGET_HIT,50.0,24552.430924479166,24114.52375,,BEARISH,BEARISH
PT-20260917145415-F2BE0E,2026-08-11 04:10:00,24479.25,24472.150390625,TARGET_HIT,TARGET_HIT,141.9921875,24546.945084635412,24112.06125,,BEARISH,BEARISH
PT-20260917145415-3949EB,2026-08-11 04:15:00,24472.150390625,24468.599609375,TARGET_HIT,TARGET_HIT,71.015625,24541.211783854164,24105.068134765625,,BEARISH,BEARISH
PT-20260917145415-DFB9E2,2026-08-11 04:20:00,24468.599609375,24486.849609375,TARGET_HIT,TARGET_HIT,-365.0,24535.294238281247,24101.570615234374,,BEARISH,BEARISH
PT-20260917145415-5EF0EE,2026-08-11 04:25:00,24486.849609375,24486.55078125,TARGET_HIT,TARGET_HIT,5.9765625,24530.0267578125,24119.546865234373,,BEARISH,BEARISH
PT-20260917145415-957D1B,2026-08-11 04:30:00,24486.55078125,24479.55078125,TARGET_HIT,TARGET_HIT,140.0,24525.583463541665,24119.25251953125,,BEARISH,BEARISH
PT-20260917145415-B2C5C6,2026-08-11 04:35:00,24479.55078125,24473.0,TARGET_HIT,TARGET_HIT,131.015625,24521.032649739587,24112.35751953125,,BEARISH,BEARISH
PT-20260917145416-5317A6,2026-08-11 04:40:00,24473.0,24467.599609375,TARGET_HIT,TARGET_HIT,108.0078125,24516.782649739587,24105.905,,BEARISH,BEARISH
PT-20260917145416-2DEF2B,2026-08-11 04:45:00,24467.599609375,24470.30078125,TARGET_HIT,TARGET_HIT,-54.0234375,24512.544335937506,24100.585615234373,,BEARISH,BEARISH
PT-20260917145416-C9C216,2026-08-11 04:50:00,24470.30078125,24479.0,TARGET_HIT,TARGET_HIT,-173.984375,24507.856868489587,24103.24626953125,,BEARISH,BEARISH
PT-20260917145416-DA8544,2026-08-11 04:55:00,24479.0,24480.69921875,TARGET_HIT,TARGET_HIT,-33.984375,24503.485221354167,24111.815,,BEARISH,BEARISH
